original_id,new_name,words_used,status,txt_path,img_path
ba28dc0fb603_1203,reminded my mom skai about zoom call tmr,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1203_en_US_notes_people relationships___PART037_104.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1203 told my mom skai about zoom call tmrw.jpg
ba28dc0fb603_1211,remind uncle jace about Utility bill due,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1211_en_US_notes_people relationships___PART037_112.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1211 ask uncle jace about Utility bill due tm.jpg
ba28dc0fb603_1212,remind sister about juniper report,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1212_en_US_notes_people relationships___PART037_113.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1212 ask sister about juniper report.jpg
ba28dc0fb603_1213,fyi talked to my psych phoenix,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1213_en_US_notes_people relationships___PART037_114.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1213 finally talked to my psych phoenix.jpg
ba28dc0fb603_1215,basically student,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1215_en_US_notes_people relationships___PART037_116.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1215 basically student loan paid off now.jpg
ba28dc0fb603_1216,talking to,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1216_en_US_notes_people relationships___PART037_117.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1216 talking to victoria rn.jpg
ba28dc0fb603_1220,tell me to tell cassian abut carpool lan,5,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1220_en_US_notes_people relationships___PART038_121.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1220 remind me to tell cassian abut carpool l.jpg
ba28dc0fb603_1221,asked partner abt hotel boooking confirm,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1221_en_US_notes_people relationships___PART038_122.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1221 told partner abt hotel boooking confirm .jpg
ba28dc0fb603_1223,declan my,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1223_en_US_notes_people relationships___PART038_124.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1223 declan my barber sent me link to online .jpg
ba28dc0fb603_1225,almost forgoot,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1225_en_US_notes_people relationships___PART038_126.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1225 almost forgoot to ask violet.jpg
ba28dc0fb603_1226,im talking,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1226_en_US_notes_people relationships___PART038_127.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1226 im talking to my father-in-law daniela a.jpg
ba28dc0fb603_1227,call indie,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1227_en_US_notes_people relationships___PART038_128.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1227 call indie rn bc.jpg
ba28dc0fb603_1230,finally talked to lupita,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1230_en_US_notes_people relationships___PART038_131.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1230 finally talked to lupita.jpg
ba28dc0fb603_1233,trying to game night crew abt target hau,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1233_en_US_notes_people relationships___PART038_134.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1233 meant to game night crew abt target haul.jpg
ba28dc0fb603_1235,well so step-son abt meeting at bank tmr,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1235_en_US_notes_people relationships___PART038_136.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1235 ok so step-son abt meeting at bank tmrw .jpg
ba28dc0fb603_1237,hearing from,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1237_en_US_notes_people relationships___PART038_138.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1237 hearing from my the lady from.jpg
ba28dc0fb603_1238,nearly forgot to tell peyton about,5,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1238_en_US_notes_people relationships___PART038_139.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1238 almost forgot to tell peyton about.jpg
ba28dc0fb603_1241,maybe ask sis,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1241_en_US_notes_people relationships___PART039_142.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1241 maybe ask sis about carmens calender.jpg
ba28dc0fb603_1244,bout to bring up passport stamp goals,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1244_en_US_notes_people relationships___PART039_145.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1244 gonna bring up passport stamp goals.jpg
ba28dc0fb603_1248,ask book,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1248_en_US_notes_people relationships___PART039_149.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1248 ask book club friend about project ced i.jpg
ba28dc0fb603_1252,latest with my father,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1252_en_US_notes_people relationships___PART039_153.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1252 latest with my father-in-law pedro.jpg
ba28dc0fb603_1254,babe texted,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1254_en_US_notes_people relationships___PART039_155.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1254 babe texted saying dante wants to try th.jpg
ba28dc0fb603_1256,remind me to drop,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1256_en_US_notes_people relationships___PART039_157.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1256 remind me to drop off max at dog.jpg
ba28dc0fb603_1258,debating if phoenix my babe,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1258_en_US_notes_people relationships___PART039_159.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1258 wondering if phoenix my babe.jpg
ba28dc0fb603_1259,low key worried abt groceries,5,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1259_en_US_notes_people relationships___PART039_160.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1259 low key worried abt groceries rn.jpg
ba28dc0fb603_1260,reign my,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1260_en_US_notes_people relationships___PART040_161.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1260 reign my family friend said to hit him u.jpg
ba28dc0fb603_1262,wondering if hector,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1262_en_US_notes_people relationships___PART040_163.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1262 wondering if hector my.jpg
ba28dc0fb603_1263,still meaning to talk to gabriel about i,6,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1263_en_US_notes_people relationships___PART040_164.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1263 been meaning to talk to gabriel about in.jpg
ba28dc0fb603_1264,heard soccer coach today she helped me s,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1264_en_US_notes_people relationships___PART040_165.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1264 saw soccer coach today she helped me set.jpg
ba28dc0fb603_1265,booker my,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/notes/1265_en_US_notes_people relationships___PART040_166.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/ba28dc0fb603/screenshots/1265 booker my study buddy has a meeting tmrw.jpg
c1a24f0b3775_1100,thinking abt bali,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1100_en_US_notes_people relationships___PART032_1.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1100 thinking abt bali rn and Trevon ask.jpg
c1a24f0b3775_1101,cant forget abt that water leak on,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1101_en_US_notes_people relationships___PART032_2.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1101 dont forget abt that water leak on.jpg
c1a24f0b3775_1103,dont forget abt luis,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1103_en_US_notes_people relationships___PART032_4.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1103 dont forget abt luis bday tmrw.jpg
c1a24f0b3775_1104,meant to bring up the gift for joaquin t,5,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1104_en_US_notes_people relationships___PART032_5.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1104 gonna bring up the gift for joaquin to o.jpg
c1a24f0b3775_1105,gotta call dr,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1105_en_US_notes_people relationships___PART032_6.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1105 gotta call dr about pregnant patient tbh.jpg
c1a24f0b3775_1107,gonna bring up dont,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1107_en_US_notes_people relationships___PART032_8.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1107 gonna bring up dont feelin great to some.jpg
c1a24f0b3775_1108,its a,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1108_en_US_notes_people relationships___PART032_9.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1108 its a blessin eboni toold.jpg
c1a24f0b3775_1109,dont foeget,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1109_en_US_notes_people relationships___PART032_10.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1109 dont foeget abt tee time.jpg
c1a24f0b3775_1110,tired to,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1110_en_US_notes_people relationships___PART032_11.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1110 tired to the bone with all this paperwor.jpg
c1a24f0b3775_1111,skylar mentioned,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1111_en_US_notes_people relationships___PART032_12.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1111 skylar mentioned go see new.jpg
c1a24f0b3775_1112,maybe ask christian,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1112_en_US_notes_people relationships___PART032_13.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1112 maybe ask christian 2moro about couch me.jpg
c1a24f0b3775_1113,texted kids coach abt nalanis behavior t,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1113_en_US_notes_people relationships___PART032_14.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1113 told kids coach abt nalanis behavior tmr.jpg
c1a24f0b3775_1114,btw neighbor,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1114_en_US_notes_people relationships___PART032_15.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1114 btw neighbor lucas called me crazy early.jpg
c1a24f0b3775_1115,btw need to run to the store for,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1115_en_US_notes_people relationships___PART032_16.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1115 just need to run to the store for.jpg
c1a24f0b3775_1116,anyway so sis wants me to go,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1116_en_US_notes_people relationships___PART032_17.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1116 ok so sis wants me to go.jpg
c1a24f0b3775_1117,honestly realized my 2018 ford f150 nerd,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1117_en_US_notes_people relationships___PART032_18.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1117 just realized my 2018 ford f150 nerds.jpg
c1a24f0b3775_1118,almost forgot to get,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1118_en_US_notes_people relationships___PART032_19.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1118 almost forgot to get laptop stand for ho.jpg
c1a24f0b3775_1119,almost forgot to tell my fianc,6,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1119_en_US_notes_people relationships___PART032_20.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1119 almost forgot to tell.jpg
c1a24f0b3775_1120,thinking abt a,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1120_en_US_notes_people relationships___PART033_21.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1120 thinking abt a new reel idea fyi.jpg
c1a24f0b3775_1121,cant stop thinking abt tmrw,5,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1121_en_US_notes_people relationships___PART033_22.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1121 cant stop thinking abt tmrw my wifes ask.jpg
c1a24f0b3775_1122,my appt,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1122_en_US_notes_people relationships___PART033_23.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1122 my appt tmrw with audiologist wont deter.jpg
c1a24f0b3775_1123,they havent,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1123_en_US_notes_people relationships___PART033_24.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1123 they havent returned my calls.jpg
c1a24f0b3775_1124,plan tme w papa to check out food truck,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1124_en_US_notes_people relationships___PART033_25.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1124 schedule tme w papa to check out food tr.jpg
c1a24f0b3775_1125,debating abt going bck to,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1125_en_US_notes_people relationships___PART033_26.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1125 thinking abt going bck to.jpg
c1a24f0b3775_1126,btw dentist,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1126_en_US_notes_people relationships___PART033_27.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1126 btw dentist said i.jpg
c1a24f0b3775_1127,gonna brimg,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1127_en_US_notes_people relationships___PART033_28.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1127 gonna brimg up pet fod with my babe.jpg
c1a24f0b3775_1128,been meaning to follow,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1128_en_US_notes_people relationships___PART033_29.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1128 been meaning to follow up on appt with m.jpg
c1a24f0b3775_1129,im thinking,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1129_en_US_notes_people relationships___PART033_30.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1129 im thinking red lipstick dont know if.jpg
c1a24f0b3775_1130,update on my,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1130_en_US_notes_people relationships___PART033_31.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1130 update on my desk neighbor jayden says h.jpg
c1a24f0b3775_1131,ok so languuage,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1131_en_US_notes_people relationships___PART033_32.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1131 ok so languuage learning friend and sage.jpg
c1a24f0b3775_1132,almost forgot to measure,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1132_en_US_notes_people relationships___PART033_33.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1132 almost forgot to measure.jpg
c1a24f0b3775_1133,so me,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1133_en_US_notes_people relationships___PART033_34.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1133 so me  skyla r meeting pickp line.jpg
c1a24f0b3775_1134,wondering if ex,3,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1134_en_US_notes_people relationships___PART033_35.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1134 wondering if ex-husband alejandra rememb.jpg
c1a24f0b3775_1135,called bodhi,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1135_en_US_notes_people relationships___PART033_36.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1135 called bodhi to ask.jpg
c1a24f0b3775_1137,were supposed,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1137_en_US_notes_people relationships___PART033_38.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1137 were supposed to rotate weeks but bestie.jpg
c1a24f0b3775_1138,latest with my work,4,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1138_en_US_notes_people relationships___PART033_39.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1138 latest with my work bestie is cyrus.jpg
c1a24f0b3775_1139,noticed significant other today and,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1139_en_US_notes_people relationships___PART033_40.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1139 saw significant other today and.jpg
c1a24f0b3775_1140,real talk worried abt tomatotop lecture,5,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1140_en_US_notes_people relationships___PART034_41.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1140 low key worried abt tomatotop lecture tm.jpg
c1a24f0b3775_1141,father texted,2,renamed,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/notes/1141_en_US_notes_people relationships___PART034_42.txt,/home/kamleshpatil/Desktop/Notes - PR and ontata/notes_app/output/Batch - 3 Final - P & R Notes/c1a24f0b3775/screenshots/1141 father texted saying Jxon changed.jpg
